257 32896 266
54 119 4 0
2 42 68 0
72 92 93 0
248 220 53 0
214 19 10 0
29 133 33 0
83 94 80 0
161 88 84 0
128 198 56 0
36 196 4 0
5 107 59 0
216 35 37 0
208 100 19 0
106 3 7 0
101 146 53 0
30 157 93 0
149 223 66 0
255 21 56 0
230 184 2 0
96 12 13 0
12 165 16 0
167 22 43 0
253 143 18 0
115 28 54 0
232 75 4 0
251 55 14 0
128 149 83 0
28 45 54 0
56 129 62 0
103 128 97 0
81 90 26 0
79 85 8 0
133 50 100 0
184 31 36 0
63 225 31 0
49 227 97 0
125 137 50 0
49 117 88 0
248 9 99 0
83 225 48 0
226 244 19 0
165 143 60 0
197 16 19 0
63 100 80 0
79 31 100 0
142 173 94 0
205 37 53 0
75 254 68 0
145 149 60 0
200 93 52 0
115 88 57 0
225 163 14 0
41 60 55 0
168 55 70 0
181 235 25 0
169 236 27 0
52 194 61 0
7 121 9 0
87 192 73 0
69 211 56 0
192 241 51 0
190 92 4 0
56 226 1 0
39 203 14 0
166 161 1 0
52 11 44 0
130 239 96 0
94 124 69 0
229 51 59 0
45 82 50 0
125 133 5 0
182 76 80 0
23 108 64 0
233 253 33 0
47 117 91 0
213 128 14 0
43 59 100 0
59 215 51 0
105 161 86 0
168 2 32 0
18 134 55 0
203 182 37 0
168 162 89 0
140 101 63 0
244 156 94 0
118 217 8 0
158 142 26 0
77 24 11 0
39 73 62 0
64 22 27 0
130 76 100 0
18 45 40 0
166 200 75 0
37 134 70 0
225 114 48 0
236 25 45 0
198 169 35 0
53 200 8 0
90 209 2 0
31 158 52 0
107 103 37 0
181 233 72 0
226 90 89 0
179 40 58 0
168 149 57 0
118 10 18 0
222 117 12 0
196 0 27 0
86 219 68 0
173 126 67 0
108 119 49 0
47 66 35 0
178 117 89 0
103 50 20 0
80 240 28 0
94 158 97 0
148 198 95 0
23 136 87 0
57 56 73 0
203 26 99 0
107 249 35 0
128 101 25 0
33 221 40 0
211 51 96 0
212 109 54 0
171 180 10 0
8 244 21 0
80 93 16 0
122 215 19 0
150 75 58 0
106 161 12 0
120 244 30 0
41 68 98 0
177 37 61 0
33 177 21 0
113 135 50 0
25 156 36 0
94 91 74 0
206 256 10 0
13 169 100 0
114 6 92 0
101 249 31 0
146 224 39 0
103 60 88 0
165 33 11 0
172 114 88 0
124 43 15 0
205 16 25 0
220 35 7 0
255 119 74 0
222 97 11 0
109 199 26 0
23 38 68 0
25 159 77 0
119 85 78 0
58 99 59 0
5 26 59 0
112 53 57 0
113 243 42 0
123 83 74 0
29 176 1 0
90 101 55 0
45 100 88 0
28 117 100 0
44 68 10 0
140 199 65 0
115 43 3 0
36 79 38 0
5 213 63 0
83 123 80 0
11 1 63 0
183 219 71 0
21 83 40 0
131 176 95 0
127 214 57 0
29 74 37 0
31 22 67 0
241 31 22 0
87 141 1 0
96 167 65 0
54 60 30 0
142 112 40 0
213 232 99 0
230 98 98 0
32 60 32 0
192 94 86 0
213 155 91 0
96 107 65 0
61 7 98 0
198 243 89 0
208 210 95 0
76 212 26 0
81 199 2 0
210 255 53 0
60 211 95 0
202 86 61 0
106 0 46 0
56 205 37 0
161 76 51 0
248 17 7 0
128 74 44 0
152 118 64 0
173 188 49 0
47 198 93 0
109 132 21 0
223 20 54 0
244 70 1 0
209 4 77 0
213 196 85 0
20 97 74 0
249 55 39 0
114 120 60 0
161 207 37 0
138 121 33 0
237 246 11 0
95 98 27 0
141 238 53 0
90 231 68 0
202 147 44 0
197 14 19 0
51 38 28 0
213 151 94 0
200 3 66 0
251 127 13 0
125 128 31 0
106 204 67 0
154 127 3 0
4 140 64 0
7 51 1 0
70 201 13 0
129 134 4 0
146 45 75 0
219 112 17 0
89 62 6 0
74 63 49 0
1 244 10 0
235 50 88 0
37 9 85 0
250 72 23 0
56 242 25 0
174 30 41 0
31 134 9 0
58 19 72 0
116 88 18 0
158 20 8 0
43 179 50 0
75 0 30 0
50 74 35 0
66 153 11 0
207 53 72 0
218 165 17 0
127 150 62 0
152 8 20 0
222 10 92 0
11 256 82 0
143 206 13 0
26 145 85 0
147 174 33 0
92 116 81 0
251 18 40 0
101 93 54 0
176 107 40 0
68 147 61 0
181 32 2 0
166 131 50 0
254 225 76 0
88 74 1 0
248 99 36 0
149 48 46 0
51 114 38 0
177 94 78 0
136 0 23 0
109 188 35 0
48 242 100 0
146 63 100 0
49 96 53 0
237 206 72 0
75 245 72 0
148 188 14 0
96 217 17 0
63 195 47 0
56 12 83 0
129 238 100 0
79 161 37 0
206 66 77 0
89 56 25 0
92 115 17 0
216 61 9 0
170 187 67 0
185 139 4 0
210 71 54 0
146 198 46 0
78 12 33 0
167 110 98 0
33 203 36 0
196 178 17 0
186 94 33 0
100 48 17 0
178 202 3 0
246 202 27 0
156 249 42 0
25 127 80 0
211 190 32 0
252 175 60 0
23 36 10 0
154 163 65 0
129 128 42 0
63 34 9 0
34 208 40 0
45 146 93 0
173 63 52 0
148 199 33 0
229 215 7 0
65 83 69 0
231 238 58 0
127 82 74 0
122 248 28 0
248 181 82 0
119 175 81 0
6 30 68 0
226 20 16 0
231 168 89 0
17 249 87 0
146 176 79 0
56 199 43 0
21 135 72 0
147 134 29 0
197 63 6 0
240 192 100 0
3 65 44 0
96 220 13 0
114 140 50 0
125 143 11 0
58 39 4 0
116 50 55 0
82 175 42 0
256 247 60 0
221 132 70 0
238 62 80 0
51 106 12 0
92 9 61 0
215 207 94 0
60 61 39 0
56 122 98 0
70 84 97 0
119 46 49 0
3 36 4 0
210 202 49 0
25 51 38 0
147 120 81 0
18 62 29 0
255 150 80 0
101 233 31 0
61 218 90 0
18 35 95 0
68 236 72 0
234 244 14 0
39 136 67 0
124 181 48 0
118 23 48 0
72 246 72 0
154 251 30 0
114 237 57 0
178 47 50 0
169 27 98 0
132 251 42 0
35 34 32 0
138 68 59 0
124 113 42 0
124 210 66 0
150 86 67 0
2 56 13 0
84 47 9 0
50 204 40 0
37 83 15 0
154 77 98 0
142 103 52 0
95 151 65 0
254 246 63 0
157 112 11 0
5 250 35 0
74 210 97 0
150 165 41 0
86 118 12 0
54 96 59 0
200 83 51 0
23 43 80 0
94 66 97 0
24 50 42 0
159 47 4 0
230 155 74 0
130 103 23 0
255 74 97 0
152 234 87 0
137 196 44 0
67 208 7 0
195 74 62 0
36 33 17 0
56 100 84 0
106 183 36 0
255 159 37 0
30 251 18 0
14 229 79 0
57 30 18 0
54 59 88 0
155 120 57 0
124 155 93 0
214 233 64 0
235 182 56 0
132 73 80 0
234 84 18 0
150 246 1 0
62 179 77 0
98 108 87 0
198 97 85 0
173 0 49 0
143 218 24 0
27 75 36 0
150 28 40 0
172 169 9 0
47 243 92 0
218 40 95 0
7 150 18 0
77 101 31 0
233 194 95 0
91 223 35 0
36 81 8 0
104 169 58 0
29 136 69 0
23 33 61 0
207 234 46 0
51 84 58 0
163 93 69 0
254 206 79 0
156 200 17 0
152 209 30 0
97 117 18 0
207 159 47 0
195 158 36 0
63 84 13 0
105 43 22 0
128 135 98 0
200 164 31 0
40 106 97 0
157 151 49 0
180 244 15 0
189 133 20 0
230 169 78 0
113 24 67 0
17 47 80 0
225 256 29 0
204 36 43 0
205 193 59 0
68 157 93 0
144 1 96 0
39 118 64 0
89 103 32 0
217 63 21 0
174 48 37 0
61 15 58 0
173 142 96 0
54 217 61 0
66 92 26 0
171 172 39 0
121 90 82 0
237 173 25 0
149 189 18 0
193 23 51 0
231 215 4 0
121 235 42 0
29 134 45 0
18 88 99 0
129 146 98 0
85 220 8 0
28 129 35 0
228 56 20 0
19 64 3 0
28 20 7 0
50 19 54 0
103 211 63 0
186 188 49 0
169 130 38 0
136 26 44 0
129 84 80 0
175 198 98 0
144 148 62 0
97 240 36 0
17 230 27 0
103 205 73 0
217 224 11 0
118 110 66 0
150 68 33 0
170 92 31 0
88 55 4 0
164 85 9 0
54 150 64 0
207 49 71 0
147 122 51 0
153 206 19 0
20 22 21 0
74 196 74 0
244 78 30 0
28 95 34 0
205 81 7 0
52 24 64 0
52 22 22 0
155 46 14 0
251 99 78 0
163 86 75 0
83 109 67 0
183 173 29 0
19 182 29 0
226 41 8 0
154 98 34 0
46 178 6 0
215 241 37 0
238 172 61 0
84 14 86 0
236 128 85 0
238 217 13 0
248 27 54 0
20 19 39 0
21 17 86 0
12 166 32 0
222 199 69 0
237 79 72 0
163 2 33 0
160 65 88 0
97 48 4 0
245 130 60 0
32 154 30 0
173 122 46 0
139 25 5 0
121 210 32 0
191 110 39 0
91 71 86 0
195 241 70 0
195 13 23 0
211 52 52 0
79 44 54 0
237 55 84 0
227 164 93 0
216 49 81 0
65 5 95 0
98 198 45 0
143 198 48 0
19 204 73 0
178 169 47 0
15 105 65 0
31 224 15 0
1 242 83 0
31 128 3 0
256 88 11 0
234 145 51 0
147 232 30 0
121 219 71 0
179 200 81 0
98 227 88 0
182 26 84 0
128 109 70 0
158 146 74 0
201 159 90 0
19 110 51 0
7 41 84 0
71 249 15 0
198 195 20 0
14 19 29 0
155 69 83 0
229 242 72 0
72 256 4 0
216 72 32 0
14 47 88 0
196 66 58 0
154 162 51 0
85 84 56 0
97 170 28 0
94 210 47 0
236 247 96 0
100 229 73 0
61 224 57 0
184 10 80 0
6 154 60 0
202 124 18 0
54 212 15 0
249 232 8 0
24 153 33 0
45 218 37 0
33 182 77 0
167 67 18 0
223 38 74 0
93 127 33 0
182 178 26 0
36 37 35 0
18 203 28 0
245 231 81 0
36 70 53 0
240 217 65 0
121 204 66 0
167 195 88 0
168 110 12 0
243 23 26 0
170 147 77 0
78 2 45 0
56 153 34 0
96 245 47 0
98 229 21 0
107 74 71 0
44 110 30 0
242 108 45 0
212 99 38 0
207 36 67 0
120 57 82 0
64 190 11 0
183 115 74 0
154 91 24 0
246 107 13 0
171 80 28 0
219 131 6 0
74 46 30 0
13 199 85 0
18 237 60 0
206 170 95 0
16 34 10 0
109 160 90 0
169 129 62 0
256 22 58 0
99 211 6 0
191 16 49 0
163 204 51 0
191 142 18 0
56 124 67 0
27 237 100 0
167 140 34 0
145 236 17 0
190 131 12 0
81 115 19 0
248 229 95 0
114 23 3 0
173 74 26 0
47 10 56 0
99 137 31 0
251 46 90 0
81 246 25 0
75 144 67 0
23 252 44 0
122 225 62 0
232 181 67 0
239 140 57 0
201 217 17 0
229 247 87 0
90 15 43 0
108 38 32 0
122 147 84 0
3 240 1 0
154 112 15 0
98 190 46 0
163 220 100 0
71 186 69 0
24 40 63 0
92 83 98 0
155 139 62 0
109 65 72 0
85 207 41 0
80 242 82 0
127 239 18 0
197 194 82 0
41 210 1 0
219 122 24 0
186 138 48 0
226 49 5 0
55 118 61 0
127 64 36 0
136 190 73 0
84 46 26 0
191 157 19 0
177 54 43 0
180 26 44 0
146 223 2 0
155 246 93 0
213 72 94 0
111 107 3 0
103 141 95 0
69 22 67 0
119 209 56 0
167 101 80 0
24 201 73 0
113 186 42 0
215 49 43 0
14 101 65 0
55 6 17 0
34 239 56 0
150 116 81 0
148 158 16 0
170 203 19 0
77 205 84 0
200 255 70 0
23 219 59 0
25 30 93 0
205 105 95 0
52 130 91 0
20 42 51 0
160 216 72 0
115 89 82 0
110 223 38 0
241 16 56 0
156 233 91 0
63 172 58 0
63 233 74 0
231 50 13 0
15 213 56 0
127 216 96 0
254 50 22 0
13 87 9 0
132 151 95 0
54 27 5 0
138 143 61 0
173 155 26 0
171 161 59 0
25 10 90 0
144 219 93 0
124 53 9 0
235 46 73 0
85 119 25 0
28 187 56 0
148 47 100 0
228 207 60 0
45 134 90 0
204 93 69 0
97 129 90 0
92 247 3 0
216 207 45 0
229 19 71 0
53 209 34 0
181 151 39 0
96 123 72 0
143 15 48 0
6 105 10 0
129 54 77 0
81 107 12 0
223 233 61 0
85 63 21 0
182 83 58 0
77 0 22 0
161 94 34 0
94 57 1 0
182 85 57 0
155 218 81 0
52 251 49 0
47 48 86 0
86 200 25 0
11 95 99 0
243 214 50 0
32 129 99 0
179 98 71 0
209 21 28 0
3 164 23 0
88 188 67 0
253 133 67 0
181 236 60 0
83 144 72 0
249 18 97 0
95 62 7 0
52 224 9 0
186 88 57 0
85 240 77 0
163 245 33 0
79 67 66 0
42 14 100 0
162 238 4 0
237 170 14 0
35 63 46 0
84 102 87 0
67 246 98 0
167 46 98 0
53 125 18 0
141 169 31 0
238 245 7 0
163 7 27 0
23 85 41 0
112 245 2 0
234 107 28 0
190 217 14 0
141 204 84 0
20 11 6 0
227 216 83 0
180 237 43 0
176 60 38 0
248 73 62 0
153 174 78 0
229 80 51 0
75 235 99 0
60 231 88 0
248 137 45 0
120 204 69 0
58 242 93 0
176 242 1 0
32 71 65 0
238 210 39 0
43 236 1 0
196 94 16 0
40 5 50 0
96 239 25 0
68 119 80 0
129 154 7 0
177 96 93 0
164 73 95 0
188 45 64 0
182 157 4 0
46 6 59 0
181 104 80 0
206 78 58 0
46 66 50 0
208 40 36 0
237 54 29 0
86 44 73 0
202 114 73 0
168 125 69 0
132 15 1 0
223 215 46 0
179 73 20 0
196 60 6 0
43 114 27 0
160 203 48 0
0 242 35 0
117 252 6 0
173 145 73 0
249 234 30 0
224 119 27 0
63 11 15 0
100 56 66 0
166 211 73 0
49 125 76 0
238 161 36 0
205 232 50 0
24 202 61 0
230 175 65 0
69 81 59 0
207 120 83 0
160 172 65 0
235 89 6 0
170 63 33 0
169 39 31 0
174 235 16 0
26 123 19 0
52 2 75 0
6 26 88 0
39 34 14 0
134 123 73 0
21 190 45 0
219 58 3 0
188 14 2 0
251 256 58 0
21 130 26 0
256 232 99 0
38 9 27 0
0 166 77 0
256 66 7 0
201 79 18 0
102 91 92 0
156 179 45 0
97 20 72 0
161 28 58 0
27 186 56 0
141 116 92 0
182 128 9 0
21 11 31 0
244 193 5 0
184 218 71 0
249 39 58 0
235 173 22 0
247 123 47 0
219 135 40 0
49 114 100 0
4 58 36 0
184 171 80 0
74 87 57 0
15 59 32 0
128 35 7 0
52 44 38 0
98 24 40 0
76 22 3 0
236 32 19 0
225 191 32 0
242 28 77 0
33 151 72 0
145 129 46 0
249 214 22 0
176 180 75 0
55 193 51 0
175 196 43 0
127 57 64 0
161 8 45 0
46 238 100 0
80 4 53 0
180 236 64 0
8 113 46 0
64 51 63 0
22 232 26 0
159 19 100 0
6 27 95 0
116 219 28 0
127 106 48 0
172 167 10 0
194 25 77 0
147 56 9 0
78 93 54 0
56 70 23 0
169 74 18 0
1 198 27 0
4 153 43 0
55 211 24 0
252 49 16 0
12 228 35 0
86 145 56 0
220 36 83 0
232 182 33 0
6 213 58 0
169 193 88 0
16 158 53 0
255 128 7 0
199 127 19 0
197 112 37 0
175 3 62 0
131 157 42 0
40 141 34 0
69 151 28 0
163 181 71 0
17 181 10 0
41 22 53 0
35 240 90 0
93 240 67 0
35 92 69 0
143 105 62 0
220 222 44 0
132 220 80 0
220 255 19 0
23 80 63 0
32 44 43 0
54 41 52 0
242 195 64 0
146 193 32 0
190 57 57 0
229 249 19 0
177 210 82 0
57 70 98 0
125 184 60 0
41 172 41 0
103 84 20 0
36 45 41 0
37 18 17 0
163 134 92 0
87 28 23 0
200 36 8 0
9 151 72 0
35 230 81 0
179 167 88 0
188 165 99 0
73 128 24 0
37 114 6 0
44 49 24 0
235 224 92 0
187 44 13 0
71 148 4 0
22 186 98 0
21 10 16 0
22 5 47 0
71 216 73 0
43 12 38 0
46 86 47 0
74 181 25 0
132 7 61 0
35 87 94 0
25 143 48 0
66 250 77 0
230 84 35 0
246 8 5 0
226 81 56 0
177 248 91 0
0 159 20 0
111 96 67 0
192 13 72 0
179 235 99 0
127 100 29 0
112 70 89 0
161 83 51 0
102 211 20 0
243 189 58 0
216 118 82 0
37 111 81 0
31 65 69 0
0 69 33 0
40 246 99 0
110 152 30 0
127 4 79 0
120 121 75 0
32 25 22 0
224 126 22 0
115 46 96 0
130 212 51 0
50 62 53 0
33 26 57 0
146 157 51 0
247 45 35 0
235 75 66 0
74 161 41 0
145 200 64 0
164 94 22 0
128 156 95 0
171 255 75 0
77 23 54 0
166 10 73 0
7 8 95 0
184 109 71 0
256 224 71 0
67 85 1 0
231 181 28 0
76 25 97 0
39 102 54 0
106 83 56 0
104 18 43 0
16 107 95 0
113 87 3 0
12 140 11 0
85 94 54 0
171 30 31 0
198 86 54 0
47 225 30 0
191 138 65 0
90 252 39 0
224 54 80 0
85 71 9 0
220 198 81 0
150 32 25 0
189 238 79 0
103 190 43 0
92 145 79 0
51 137 48 0
217 69 4 0
7 99 65 0
124 179 9 0
6 233 5 0
89 70 92 0
177 216 33 0
254 236 24 0
196 87 1 0
74 76 83 0
180 159 62 0
239 170 97 0
241 201 39 0
140 198 94 0
98 32 70 0
83 255 63 0
103 171 46 0
4 162 46 0
46 5 81 0
30 228 43 0
47 159 17 0
193 0 92 0
179 97 23 0
139 211 30 0
54 70 45 0
27 247 99 0
223 131 12 0
72 157 38 0
91 247 20 0
62 121 13 0
87 228 15 0
225 142 89 0
39 244 69 0
20 16 3 0
10 18 40 0
146 50 12 0
134 165 20 0
210 237 9 0
139 248 67 0
58 88 25 0
194 133 100 0
51 182 44 0
162 120 69 0
135 45 16 0
144 2 20 0
60 187 89 0
151 193 85 0
10 34 84 0
26 205 57 0
21 75 30 0
90 28 38 0
89 173 74 0
147 103 44 0
218 134 47 0
68 219 58 0
145 14 100 0
225 72 98 0
193 44 31 0
47 98 74 0
105 185 63 0
71 192 32 0
69 122 85 0
58 5 19 0
109 4 38 0
254 31 48 0
67 196 82 0
186 124 60 0
191 203 42 0
195 103 35 0
152 122 81 0
183 127 77 0
147 191 100 0
99 214 88 0
53 49 67 0
158 255 96 0
163 223 63 0
174 8 89 0
162 232 11 0
118 14 75 0
203 117 61 0
134 242 70 0
205 160 35 0
253 116 71 0
119 25 99 0
101 81 77 0
45 105 80 0
172 204 8 0
70 6 92 0
129 34 26 0
45 162 61 0
182 15 24 0
50 1 100 0
165 176 11 0
98 146 66 0
238 133 77 0
42 112 37 0
32 130 86 0
71 198 51 0
51 215 36 0
74 35 58 0
254 92 66 0
188 21 62 0
62 105 38 0
189 235 72 0
234 155 54 0
176 145 49 0
103 175 96 0
105 200 41 0
149 139 53 0
94 134 31 0
231 213 1 0
116 246 52 0
174 88 62 0
215 15 87 0
248 215 20 0
195 221 78 0
110 125 23 0
42 229 33 0
92 72 61 0
32 74 95 0
217 105 95 0
203 22 48 0
17 222 29 0
146 211 58 0
99 85 13 0
18 95 66 0
200 140 83 0
9 242 85 0
61 209 42 0
39 235 10 0
4 51 78 0
228 109 21 0
215 39 75 0
106 67 29 0
156 88 83 0
171 9 41 0
247 109 90 0
112 182 79 0
203 43 67 0
183 117 67 0
13 0 74 0
20 81 30 0
181 186 77 0
3 29 69 0
54 105 51 0
164 16 24 0
255 185 46 0
89 185 83 0
202 140 78 0
152 181 95 0
111 199 26 0
252 256 32 0
234 183 67 0
159 45 46 0
207 206 85 0
149 137 24 0
120 226 73 0
57 102 21 0
95 113 41 0
150 97 91 0
205 131 37 0
174 169 17 0
174 208 62 0
135 22 73 0
78 72 75 0
182 131 81 0
147 6 65 0
145 228 9 0
1 53 67 0
33 84 33 0
221 188 29 0
105 254 44 0
233 11 4 0
44 166 27 0
92 84 14 0
214 64 100 0
192 89 41 0
81 124 84 0
19 167 74 0
188 240 77 0
193 118 73 0
205 32 16 0
25 112 55 0
244 22 17 0
175 158 48 0
221 190 59 0
146 85 44 0
160 253 97 0
145 222 82 0
33 212 54 0
221 145 57 0
211 120 50 0
64 60 3 0
95 61 31 0
204 64 72 0
246 63 24 0
112 105 89 0
89 137 94 0
150 180 88 0
236 110 46 0
143 64 23 0
92 249 32 0
187 102 14 0
34 92 79 0
73 59 69 0
6 3 77 0
89 12 54 0
214 113 61 0
27 254 82 0
174 211 81 0
248 176 54 0
96 209 24 0
22 68 36 0
39 249 91 0
206 132 44 0
221 87 32 0
99 197 71 0
154 109 83 0
50 9 9 0
248 87 99 0
194 224 89 0
193 248 45 0
143 70 89 0
240 114 22 0
46 185 68 0
57 48 24 0
211 107 34 0
120 55 97 0
131 85 17 0
131 80 28 0
12 215 46 0
35 227 21 0
193 106 86 0
66 135 76 0
38 230 47 0
148 207 62 0
214 103 11 0
218 13 95 0
159 214 43 0
202 17 55 0
96 100 7 0
49 78 91 0
104 216 3 0
81 221 21 0
166 205 56 0
93 208 2 0
183 48 39 0
164 237 88 0
30 29 94 0
113 155 97 0
116 237 53 0
201 204 56 0
98 50 75 0
82 15 99 0
67 252 6 0
169 35 61 0
90 181 99 0
187 49 42 0
68 125 87 0
182 218 97 0
20 70 91 0
1 149 2 0
211 78 36 0
196 76 64 0
146 52 10 0
214 101 17 0
171 133 1 0
164 124 29 0
224 40 32 0
70 142 35 0
14 80 12 0
91 93 66 0
161 103 89 0
196 35 78 0
133 236 27 0
74 108 32 0
230 82 54 0
95 44 30 0
163 217 4 0
40 21 67 0
52 193 94 0
183 223 30 0
114 70 57 0
184 127 33 0
205 152 89 0
46 23 48 0
60 228 20 0
14 221 70 0
60 38 5 0
59 110 38 0
214 163 69 0
40 98 8 0
23 170 64 0
62 235 4 0
33 207 1 0
214 183 33 0
80 210 87 0
130 147 100 0
3 170 30 0
170 123 100 0
192 232 26 0
109 48 23 0
157 9 52 0
47 236 42 0
213 126 57 0
11 71 72 0
101 94 70 0
237 212 51 0
255 152 70 0
10 124 64 0
143 75 71 0
117 75 43 0
232 124 22 0
190 89 73 0
115 10 80 0
244 38 21 0
191 115 48 0
136 219 31 0
237 18 95 0
255 153 75 0
31 151 63 0
157 215 89 0
172 250 31 0
165 20 6 0
157 67 60 0
164 34 97 0
253 144 72 0
195 64 13 0
147 216 31 0
220 133 29 0
144 120 45 0
72 208 48 0
125 123 99 0
234 86 84 0
116 166 78 0
12 2 69 0
155 109 99 0
46 78 18 0
18 236 71 0
63 48 43 0
76 241 84 0
256 231 34 0
41 111 51 0
104 241 54 0
157 136 86 0
164 56 40 0
50 253 44 0
210 99 14 0
166 43 17 0
124 145 51 0
208 161 38 0
148 209 62 0
47 158 70 0
109 252 97 0
72 126 43 0
25 27 36 0
75 97 68 0
228 54 56 0
137 103 52 0
122 50 62 0
61 79 79 0
251 38 57 0
100 79 35 0
115 154 60 0
167 138 21 0
214 187 63 0
194 71 41 0
30 10 82 0
159 143 33 0
244 192 34 0
255 10 17 0
162 137 73 0
76 87 29 0
199 177 30 0
36 93 20 0
122 133 12 0
21 238 66 0
113 54 48 0
157 135 46 0
76 91 47 0
223 166 47 0
122 157 8 0
185 14 37 0
54 248 100 0
207 91 90 0
0 23 82 0
226 34 96 0
158 15 16 0
207 217 32 0
142 185 14 0
244 72 42 0
239 10 26 0
228 192 46 0
196 25 36 0
201 0 11 0
50 187 6 0
98 200 80 0
146 251 15 0
112 143 92 0
166 74 55 0
154 160 50 0
125 32 7 0
89 2 36 0
61 211 52 0
26 246 46 0
197 139 37 0
59 23 50 0
107 45 84 0
226 178 12 0
221 0 11 0
42 145 41 0
156 84 49 0
99 164 5 0
176 34 99 0
24 168 16 0
231 159 41 0
196 239 88 0
195 109 33 0
127 148 73 0
226 48 55 0
14 215 21 0
65 44 5 0
55 47 83 0
138 189 33 0
185 199 18 0
132 56 3 0
193 210 55 0
143 13 91 0
245 251 13 0
100 233 44 0
24 218 18 0
63 139 89 0
159 60 34 0
122 165 85 0
255 41 79 0
140 72 62 0
3 16 78 0
9 39 46 0
39 161 12 0
31 7 68 0
149 77 99 0
14 56 74 0
39 229 91 0
117 67 100 0
227 70 22 0
131 160 81 0
104 159 4 0
5 28 41 0
208 237 85 0
24 205 64 0
83 178 87 0
95 109 80 0
89 241 41 0
43 122 26 0
191 156 48 0
224 192 20 0
209 52 53 0
113 77 13 0
215 225 99 0
197 130 18 0
66 18 29 0
150 188 74 0
228 213 1 0
227 120 20 0
256 147 45 0
17 76 77 0
144 93 19 0
170 129 45 0
226 95 53 0
78 42 86 0
219 15 1 0
44 150 15 0
223 192 4 0
55 223 94 0
253 220 50 0
74 99 59 0
28 127 44 0
237 124 56 0
106 140 26 0
225 148 61 0
250 164 87 0
116 89 80 0
46 57 70 0
131 97 31 0
87 225 59 0
48 18 86 0
100 186 8 0
251 93 93 0
86 166 10 0
202 255 82 0
22 83 31 0
183 121 4 0
104 151 62 0
59 27 35 0
207 85 35 0
4 138 23 0
254 63 78 0
55 94 93 0
201 115 5 0
180 102 5 0
42 129 1 0
199 52 80 0
177 195 66 0
94 75 43 0
28 41 10 0
124 23 93 0
174 34 54 0
38 115 98 0
40 122 47 0
73 30 77 0
138 152 78 0
190 97 50 0
78 35 63 0
230 193 47 0
98 62 34 0
180 202 38 0
65 38 89 0
163 199 6 0
243 12 23 0
223 178 20 0
256 243 2 0
124 17 19 0
170 163 17 0
182 196 6 0
22 218 75 0
48 166 15 0
177 6 69 0
26 88 64 0
193 136 57 0
101 139 12 0
190 17 30 0
92 211 90 0
127 0 61 0
147 125 21 0
125 79 87 0
114 146 73 0
80 90 45 0
26 156 29 0
236 112 2 0
4 174 1 0
195 55 80 0
241 184 60 0
237 92 88 0
74 88 78 0
184 209 40 0
65 92 1 0
160 42 33 0
205 88 78 0
58 239 14 0
116 223 28 0
220 245 16 0
3 99 31 0
45 201 52 0
6 86 54 0
136 227 33 0
210 144 49 0
173 5 35 0
217 46 51 0
244 140 90 0
84 169 4 0
29 108 78 0
81 50 37 0
79 235 79 0
73 129 45 0
41 148 80 0
69 255 34 0
190 182 55 0
157 133 53 0
109 144 28 0
127 143 91 0
232 157 79 0
201 62 56 0
21 57 60 0
239 151 17 0
197 251 20 0
200 138 28 0
65 73 1 0
256 146 41 0
15 92 39 0
188 256 99 0
226 161 18 0
4 191 70 0
96 58 48 0
140 100 5 0
256 143 82 0
11 44 61 0
19 129 24 0
210 3 4 0
129 77 71 0
148 88 7 0
119 149 57 0
234 230 37 0
207 245 15 0
187 212 40 0
228 209 66 0
65 9 96 0
187 118 33 0
180 229 29 0
236 130 28 0
63 227 15 0
126 145 5 0
34 52 86 0
61 243 19 0
34 117 87 0
158 49 56 0
58 52 9 0
76 9 36 0
188 114 77 0
157 73 17 0
8 111 46 0
181 194 52 0
68 211 95 0
195 75 32 0
23 56 12 0
124 236 86 0
1 155 20 0
223 117 37 0
2 51 29 0
61 49 95 0
140 192 18 0
177 107 84 0
223 170 99 0
60 241 8 0
90 199 43 0
88 222 1 0
37 30 87 0
123 219 51 0
21 28 6 0
141 106 29 0
50 100 55 0
28 246 13 0
148 12 79 0
167 143 45 0
190 157 47 0
133 21 50 0
220 199 59 0
130 244 96 0
14 250 55 0
216 152 10 0
160 188 75 0
188 99 89 0
204 150 42 0
214 226 11 0
210 69 96 0
33 192 17 0
127 213 61 0
47 88 65 0
189 36 83 0
85 169 51 0
162 128 35 0
213 247 42 0
64 238 15 0
130 80 24 0
95 33 33 0
54 14 67 0
114 235 89 0
137 235 91 0
96 211 41 0
93 75 4 0
240 2 87 0
152 170 50 0
218 200 15 0
188 32 90 0
101 10 37 0
148 178 37 0
158 52 66 0
116 228 54 0
210 236 57 0
110 36 4 0
123 205 68 0
219 205 21 0
182 173 72 0
117 215 20 0
228 146 80 0
161 42 60 0
220 256 38 0
46 40 44 0
105 179 64 0
172 23 12 0
22 134 86 0
47 192 48 0
246 168 23 0
173 17 17 0
220 138 33 0
45 117 71 0
235 153 98 0
241 256 75 0
71 12 31 0
255 228 39 0
110 233 12 0
197 151 8 0
73 38 67 0
245 60 18 0
130 143 76 0
58 83 88 0
67 185 36 0
10 31 79 0
36 192 5 0
80 184 40 0
15 255 72 0
189 163 24 0
242 251 33 0
27 78 47 0
202 136 12 0
64 243 1 0
180 72 74 0
6 15 16 0
93 44 73 0
215 144 71 0
40 57 62 0
211 57 48 0
8 32 55 0
66 179 34 0
